UDI,PRODUCT_ID,TYPE,AIR_TEMPERATURE_K,PROCESS_TEMPERATURE,ROTATIONAL_SPEED_RPM,TORQUE_NM,TOOL_WEAR_MIN,MACHINE_FAILURE,TWF,HDF,PWF,OSF,RNF
8392,L55571,L,299,310,1423,43,82,0,0,0,0,0,0
8393,M23252,M,299,310,1502,39,84,0,0,0,0,0,0
8394,L55573,L,299,310,1428,44,87,0,0,0,0,0,0
8395,M23254,M,299,310,1566,38,89,0,0,0,0,0,0
8396,M23255,M,299,310,1483,45,92,0,0,0,0,0,0
8397,H37810,H,299,310,1593,33,95,0,0,0,0,0,0
8398,L55577,L,299,310,1724,26,100,0,0,0,0,0,0
8399,L55578,L,299,310,2617,12,102,1,0,0,1,0,0
8400,L55579,L,299,310,1294,59,104,0,0,0,0,0,0
8401,L55580,L,299,310,1533,41,106,0,0,0,0,0,0
8402,H37815,H,299,309,1671,32,108,0,0,0,0,0,0
8403,L55582,L,299,310,1370,52,113,0,0,0,0,0,0
8404,L55583,L,299,310,1462,45,115,0,0,0,0,0,0
8405,L55584,L,298,310,1545,37,117,0,0,0,0,0,0
8406,M23265,M,298,310,1484,42,119,0,0,0,0,0,0
8407,M23266,M,298,310,1344,45,122,0,0,0,0,0,0
8408,L55587,L,298,310,1357,50,125,0,0,0,0,0,0
8409,M23268,M,299,310,1572,33,127,0,0,0,0,0,0
8410,L55589,L,299,310,1861,27,130,0,0,0,0,0,0
8411,L55590,L,299,310,1548,45,132,0,0,0,0,0,0
8412,L55591,L,299,310,1496,38,134,0,0,0,0,0,0
8413,M23272,M,299,310,1314,50,136,0,0,0,0,0,0
8414,M23273,M,299,310,1422,50,139,0,0,0,0,0,0
8415,L55594,L,299,310,1842,20,142,0,0,0,0,0,0
8416,M23275,M,299,310,1434,53,144,0,0,0,0,0,0
8417,M23276,M,299,310,1585,31,147,0,0,0,0,0,0
8418,H37831,H,299,310,1704,31,150,0,0,0,0,0,0
8419,L55598,L,299,310,1971,23,155,0,0,0,0,0,0
8420,L55599,L,299,310,1431,40,157,0,0,0,0,0,0
8421,L55600,L,299,310,1546,38,159,0,0,0,0,0,0
8422,L55601,L,299,310,1496,36,161,0,0,0,0,0,0
8423,H37836,H,299,310,1243,63,163,0,0,0,0,0,0
8424,L55603,L,299,310,1452,46,168,0,0,0,0,0,0
8425,L55604,L,299,311,1380,45,170,0,0,0,0,0,0
8426,L55605,L,299,311,1567,38,172,0,0,0,0,0,0
8427,L55606,L,299,311,1628,36,174,0,0,0,0,0,0
8428,L55607,L,299,310,1505,46,176,0,0,0,0,0,0
8429,M23288,M,299,310,1827,28,178,0,0,0,0,0,0
8430,L55609,L,299,310,1577,40,181,0,0,0,0,0,0
8431,L55610,L,299,310,1304,57,183,0,0,0,0,0,0
8432,H37845,H,299,310,1324,55,185,0,0,0,0,0,0
8433,L55612,L,299,310,1537,40,190,0,0,0,0,0,0
8434,M23293,M,299,310,1501,49,192,0,0,0,0,0,0
8435,M23294,M,299,310,1654,29,195,0,0,0,0,0,0
8436,M23295,M,299,310,1519,38,198,0,0,0,0,0,0
8437,L55616,L,299,310,1371,51,201,0,0,0,0,0,0
8438,L55617,L,299,310,1181,66,203,1,0,0,0,1,0
8439,L55618,L,299,310,1469,43,205,0,0,0,0,0,0
8440,L55619,L,299,310,1637,35,207,0,0,0,0,0,0
8441,L55620,L,299,310,1370,56,0,0,0,0,0,0,0
8442,L55621,L,299,310,1630,31,2,0,0,0,0,0,0
8443,L55622,L,299,310,1517,39,4,0,0,0,0,0,0
8444,M23303,M,299,310,1668,32,6,0,0,0,0,0,0
8445,M23304,M,299,310,1818,25,9,0,0,0,0,0,0
8446,M23305,M,299,310,1541,37,12,0,0,0,0,0,0
8447,L55626,L,299,310,1482,42,15,0,0,0,0,0,0
8448,L55627,L,299,310,1439,50,17,0,0,0,0,0,0
8449,L55628,L,299,310,1492,41,19,0,0,0,0,0,0
8450,L55629,L,298,310,1725,28,21,0,0,0,0,0,0
8451,L55630,L,298,310,1559,44,23,0,0,0,0,0,0
8452,L55631,L,299,310,1435,43,25,0,0,0,0,0,0
8453,M23312,M,299,310,1512,38,27,0,0,0,0,0,0
8454,L55633,L,299,310,1564,37,30,0,0,0,0,0,0
8455,L55634,L,299,310,1522,40,32,0,0,0,0,0,0
8456,L55635,L,299,310,1356,60,34,0,0,0,0,0,0
8457,L55636,L,299,310,1556,39,36,0,0,0,0,0,0
8458,L55637,L,299,310,1393,46,38,0,0,0,0,0,0
8459,L55638,L,299,310,1753,27,40,0,0,0,0,0,0
8460,L55639,L,299,310,1651,30,42,0,0,0,0,0,0
8461,L55640,L,299,310,1372,55,44,0,0,0,0,0,0
8462,L55641,L,299,310,1446,43,46,0,0,0,0,0,0
8463,M23322,M,299,310,1501,45,48,0,0,0,0,0,0
8464,M23323,M,299,310,1411,45,51,0,0,0,0,0,0
8465,H37878,H,299,310,1672,28,54,0,0,0,0,0,0
8466,M23325,M,299,310,1475,41,59,0,0,0,0,0,0
8467,L55646,L,299,310,1469,38,62,0,0,0,0,0,0
8468,L55647,L,299,310,1704,28,64,0,0,0,0,0,0
8469,H37882,H,299,310,1463,39,66,0,0,0,0,0,0
8470,M23329,M,299,310,1280,64,71,0,0,0,0,0,0
8471,L55650,L,299,310,1464,38,74,0,0,0,0,0,0
8472,L55651,L,299,310,1332,46,76,0,0,0,0,0,0
8473,L55652,L,299,310,1634,38,78,0,0,0,0,0,0
8474,M23333,M,299,310,1430,43,80,0,0,0,0,0,0
8475,M23334,M,299,310,1523,45,83,0,0,0,0,0,0
8476,M23335,M,299,310,1557,38,86,0,0,0,0,0,0
8477,L55656,L,299,310,1585,32,89,0,0,0,0,0,0
8478,H37891,H,299,310,1579,34,91,0,0,0,0,0,0
8479,M23338,M,299,310,1354,61,96,0,0,0,0,0,0
8480,L55659,L,299,310,1627,33,99,0,0,0,0,0,0
8481,L55660,L,298,310,1477,36,101,0,0,0,0,0,0
8482,M23341,M,298,309,1595,29,103,0,0,0,0,0,0
8483,L55662,L,298,310,1520,38,106,0,0,0,0,0,0
8484,L55663,L,298,309,1618,32,108,0,0,0,0,0,0
8485,L55664,L,298,310,1397,50,110,0,0,0,0,0,0
8486,L55665,L,298,310,1450,48,112,0,0,0,0,0,0
8487,M23346,M,299,310,1501,40,114,0,0,0,0,0,0
8488,L55667,L,298,309,1392,50,117,0,0,0,0,0,0
8489,L55668,L,298,309,1385,43,119,0,0,0,0,0,0
8490,L55669,L,298,309,1461,46,121,0,0,0,0,0,0
8491,M23350,M,299,310,1364,59,123,0,0,0,0,0,0
8492,L55671,L,299,310,1579,39,126,0,0,0,0,0,0
8493,M23352,M,298,310,1514,39,128,0,0,0,0,0,0
8494,M23353,M,298,310,1560,37,131,0,0,0,0,0,0
8495,L55674,L,298,310,1542,37,134,0,0,0,0,0,0
8496,L55675,L,298,309,1668,27,136,0,0,0,0,0,0
8497,M23356,M,298,309,1816,23,138,0,0,0,0,0,0
8498,M23357,M,298,309,1509,34,141,0,0,0,0,0,0
8499,L55678,L,298,310,1479,38,144,0,0,0,0,0,0
8500,L55679,L,298,310,1655,30,146,0,0,0,0,0,0
8501,L55680,L,298,310,1711,30,148,0,0,0,0,0,0
8502,L55681,L,298,310,1581,35,150,0,0,0,0,0,0
8503,H37916,H,299,310,1279,56,152,0,0,0,0,0,0
8504,L55683,L,299,310,1468,41,157,0,0,0,0,0,0
8505,L55684,L,298,310,1419,41,159,0,0,0,0,0,0
8506,L55685,L,298,310,1530,39,161,0,0,0,0,0,0
8507,L55686,L,298,310,1710,27,163,1,0,0,0,0,0
8508,L55687,L,298,310,1518,40,165,0,0,0,0,0,0
8509,M23368,M,298,310,1679,33,167,0,0,0,0,0,0
8510,M23369,M,298,310,1870,23,170,0,0,0,0,0,0
8511,L55690,L,298,310,1484,44,173,0,0,0,0,0,0
8512,L55691,L,298,310,1457,44,175,0,0,0,0,0,0
8513,H37926,H,298,310,1546,36,177,0,0,0,0,0,0
8514,M23373,M,298,310,1478,37,182,0,0,0,0,0,0
8515,L55694,L,298,309,1447,47,185,0,0,0,0,0,0
8516,L55695,L,298,309,1443,45,187,0,0,0,0,0,0
8517,L55696,L,298,310,1527,31,189,0,0,0,0,0,0
8518,M23377,M,298,310,1469,55,191,0,0,0,0,0,0
8519,M23378,M,298,310,1681,27,194,0,0,0,0,0,0
8520,L55699,L,298,310,1420,44,197,0,0,0,0,0,0
8521,M23380,M,298,310,1543,50,199,0,0,0,0,0,0
8522,L55701,L,298,310,1376,50,202,0,0,0,0,0,0
8523,H37936,H,298,309,1631,30,0,0,0,0,0,0,0
8524,H37937,H,298,309,1529,42,5,0,0,0,0,0,0
8525,L55704,L,298,309,1468,46,10,0,0,0,0,0,0
8526,L55705,L,298,309,1378,52,12,0,0,0,0,0,0
8527,L55706,L,298,309,1401,52,14,0,0,0,0,0,0
8528,L55707,L,298,309,1531,37,16,0,0,0,0,0,0
8529,L55708,L,298,309,1512,36,18,0,0,0,0,0,0
8530,M23389,M,299,309,1522,47,20,0,0,0,0,0,0
8531,M23390,M,299,309,1615,32,23,0,0,0,0,0,0
8532,L55711,L,299,309,1449,47,26,0,0,0,0,0,0
8533,L55712,L,299,309,1315,56,28,0,0,0,0,0,0
8534,M23393,M,299,309,1465,41,30,0,0,0,0,0,0
8535,M23394,M,299,310,1404,43,33,0,0,0,0,0,0
8536,L55715,L,299,310,1547,45,36,0,0,0,0,0,0
8537,M23396,M,299,310,1426,45,38,0,0,0,0,0,0
8538,L55717,L,299,310,1730,30,41,0,0,0,0,0,0
8539,L55718,L,299,309,1548,38,43,0,0,0,0,0,0
8540,L55719,L,299,309,1517,40,45,0,0,0,0,0,0
8541,L55720,L,299,310,1687,29,47,0,0,0,0,0,0
8542,L55721,L,299,310,1738,25,49,0,0,0,0,0,0
8543,H37956,H,298,309,1512,35,51,0,0,0,0,0,0
8544,M23403,M,299,309,1365,49,56,0,0,0,0,0,0
8545,H37958,H,299,309,2011,21,59,0,0,0,0,0,0
8546,L55725,L,298,309,1806,28,64,0,0,0,0,0,0
8547,L55726,L,298,309,1716,28,66,0,0,0,0,0,0
8548,M23407,M,298,309,1666,24,68,0,0,0,0,0,0
8549,L55728,L,299,309,1578,36,71,0,0,0,0,0,0
8550,L55729,L,298,309,1558,37,73,0,0,0,0,0,0
8551,L55730,L,298,309,1456,46,75,0,0,0,0,0,0
8552,M23411,M,298,309,1457,49,77,0,0,0,0,0,0
8553,L55732,L,298,309,1467,45,80,0,0,0,0,0,0
8554,M23413,M,298,309,1661,38,82,0,0,0,0,0,0
8555,L55734,L,298,309,1592,34,85,0,0,0,0,0,0
8556,L55735,L,298,309,1596,37,87,0,0,0,0,0,0
8557,L55736,L,298,309,1489,41,89,0,0,0,0,0,0
8558,L55737,L,298,309,1471,48,91,0,0,0,0,0,0
8559,M23418,M,298,309,1505,41,93,0,0,0,0,0,0
8560,L55739,L,298,309,1519,40,96,0,0,0,0,0,0
8561,L55740,L,298,309,1408,45,98,0,0,0,0,0,0
8562,L55741,L,298,309,1332,44,100,0,0,0,0,0,0
8563,L55742,L,298,309,1351,52,102,0,0,0,0,0,0
8564,L55743,L,298,309,1500,37,104,0,0,0,0,0,0
8565,M23424,M,298,309,1614,31,106,0,0,0,0,0,0
8566,L55745,L,298,309,1489,37,109,0,0,0,0,0,0
8567,M23426,M,298,309,1751,27,111,0,0,0,0,0,0
8568,L55747,L,298,309,1511,46,114,0,0,0,0,0,0
8569,L55748,L,298,309,1691,30,116,0,0,0,0,0,0
8570,L55749,L,298,309,1757,28,118,0,0,0,0,0,0
8571,H37984,H,298,309,1545,36,120,0,0,0,0,0,0
8572,L55751,L,298,309,2262,16,125,0,0,0,0,0,0
8573,M23432,M,298,309,1559,35,127,0,0,0,0,0,0
8574,L55753,L,298,308,1626,32,130,0,0,0,0,0,0
8575,L55754,L,298,308,1424,54,132,0,0,0,0,0,0
8576,M23435,M,298,308,1648,29,134,0,0,0,0,0,0
8577,L55756,L,298,308,1523,40,137,0,0,0,0,0,0
8578,L55757,L,298,308,1502,43,139,0,0,0,0,0,0
8579,L55758,L,298,308,1489,41,141,0,0,0,0,0,0
8580,M23439,M,297,308,1620,31,143,0,0,0,0,0,0
8581,L55760,L,298,308,1631,31,146,0,0,0,0,0,0
8582,M23441,M,298,308,1429,46,148,0,0,0,0,0,0
8583,M23442,M,298,308,1334,72,151,1,0,0,1,0,0
8584,L55763,L,297,308,1423,38,154,0,0,0,0,0,0
8585,L55764,L,297,308,1390,48,156,0,0,0,0,0,0
8586,M23445,M,297,308,1338,49,158,0,0,0,0,0,0
8587,H38000,H,297,308,1461,38,161,0,0,0,0,0,0
8588,M23447,M,297,308,1627,34,166,0,0,0,0,0,0
8589,L55768,L,297,308,1385,44,169,0,0,0,0,0,0
8590,M23449,M,297,308,1538,48,171,0,0,0,0,0,0
8591,L55770,L,297,308,1557,36,174,0,0,0,0,0,0
8592,L55771,L,297,308,1606,33,176,0,0,0,0,0,0
8593,M23452,M,298,308,1430,45,178,0,0,0,0,0,0
8594,M23453,M,297,308,1601,35,181,0,0,0,0,0,0
8595,L55774,L,297,308,1356,52,184,0,0,0,0,0,0
8596,M23455,M,298,308,1624,31,186,0,0,0,0,0,0
8597,L55776,L,298,308,1327,57,189,0,0,0,0,0,0
8598,L55777,L,298,308,1410,47,191,0,0,0,0,0,0
8599,L55778,L,298,308,1478,42,193,0,0,0,0,0,0
8600,L55779,L,298,308,1460,40,195,0,0,0,0,0,0
8601,L55780,L,298,308,1435,40,197,0,0,0,0,0,0
8602,H38015,H,297,308,1359,47,199,0,0,0,0,0,0
8603,L55782,L,297,308,1729,32,204,0,0,0,0,0,0
8604,H38017,H,297,308,1384,49,206,0,0,0,0,0,0
8605,L55784,L,297,308,1297,52,211,0,0,0,0,0,0
8606,L55785,L,298,308,1633,33,213,0,0,0,0,0,0
8607,M23466,M,298,308,1505,37,215,0,0,0,0,0,0
8608,L55787,L,298,308,1433,50,218,0,0,0,0,0,0
8609,L55788,L,297,308,1369,51,220,1,0,0,0,1,0
8610,L55789,L,297,308,1475,41,222,1,1,0,0,0,0
8611,L55790,L,297,308,1561,38,0,0,0,0,0,0,0
8612,L55791,L,297,308,1472,46,2,0,0,0,0,0,0
8613,L55792,L,298,308,1441,45,4,0,0,0,0,0,0
8614,M23473,M,298,309,1401,51,6,0,0,0,0,0,0
8615,L55794,L,298,309,1691,33,9,0,0,0,0,0,0
8616,L55795,L,298,309,1382,47,11,0,0,0,0,0,0
8617,L55796,L,298,309,1355,46,13,0,0,0,0,0,0
8618,L55797,L,298,309,1529,45,15,0,0,0,0,0,0
8619,L55798,L,298,309,1829,25,17,0,0,0,0,0,0
8620,H38033,H,298,309,1480,40,19,0,0,0,0,0,0
8621,L55800,L,298,309,1475,42,24,0,0,0,0,0,0
8622,M23481,M,298,309,1431,53,26,0,0,0,0,0,0
8623,L55802,L,298,308,1437,42,29,0,0,0,0,0,0
8624,M23483,M,298,308,1476,46,31,0,0,0,0,0,0
8625,H38038,H,298,308,1490,40,34,0,0,0,0,0,0
8626,L55805,L,297,308,1632,34,39,0,0,0,0,0,0
8627,L55806,L,297,308,1402,50,41,0,0,0,0,0,0
8628,L55807,L,297,308,1347,46,43,0,0,0,0,0,0
8629,L55808,L,298,308,1747,31,45,0,0,0,0,0,0
8630,H38043,H,298,309,1557,39,47,0,0,0,0,0,0
8631,L55810,L,297,308,1371,57,52,0,0,0,0,0,0
8632,H38045,H,297,308,1506,37,54,0,0,0,0,0,0
8633,L55812,L,297,308,1590,36,59,0,0,0,0,0,0
8634,L55813,L,297,308,1336,54,61,0,0,0,0,0,0
8635,L55814,L,297,308,1411,43,63,0,0,0,0,0,0
8636,L55815,L,297,308,1704,27,65,0,0,0,0,0,0
8637,L55816,L,298,308,1723,27,67,0,0,0,0,0,0
8638,L55817,L,298,309,1459,40,69,0,0,0,0,0,0
8639,L55818,L,298,309,1572,36,71,0,0,0,0,0,0
8640,L55819,L,298,308,1384,56,73,0,0,0,0,0,0
8641,L55820,L,298,309,1383,48,75,0,0,0,0,0,0
8642,M23501,M,298,309,1360,49,77,0,0,0,0,0,0
8643,M23502,M,298,308,1596,37,80,0,0,0,0,0,0
8644,L55823,L,298,309,1448,54,83,0,0,0,0,0,0
8645,M23504,M,298,309,1443,38,85,0,0,0,0,0,0
8646,M23505,M,298,309,1492,36,88,0,0,0,0,0,0
8647,L55826,L,298,309,1497,44,91,0,0,0,0,0,0
8648,L55827,L,298,309,1530,39,93,0,0,0,0,0,0
8649,M23508,M,297,308,1478,46,95,0,0,0,0,0,0
8650,L55829,L,297,308,1328,62,98,0,0,0,0,0,0
8651,H38064,H,297,308,1771,27,100,0,0,0,0,0,0
8652,M23511,M,297,308,1564,35,105,0,0,0,0,0,0
8653,H38066,H,297,308,1461,42,108,0,0,0,0,0,0
8654,M23513,M,297,308,1335,58,113,0,0,0,0,0,0
8655,M23514,M,297,308,1441,47,116,0,0,0,0,0,0
8656,L55835,L,297,308,1268,61,119,0,0,0,0,0,0
8657,M23516,M,297,308,1697,27,121,0,0,0,0,0,0
8658,L55837,L,297,308,1421,46,124,0,0,0,0,0,0
8659,L55838,L,297,309,1496,36,126,0,0,0,0,0,0
8660,L55839,L,298,309,1375,56,128,0,0,0,0,0,0
8661,L55840,L,297,309,1295,52,130,0,0,0,0,0,0
8662,L55841,L,297,309,1643,34,132,0,0,0,0,0,0
8663,L55842,L,298,309,1514,37,134,0,0,0,0,0,0
8664,L55843,L,298,309,1671,29,136,0,0,0,0,0,0
8665,H38078,H,298,309,1355,59,138,0,0,0,0,0,0
8666,L55845,L,298,309,1365,51,143,0,0,0,0,0,0
8667,L55846,L,298,309,1407,43,145,0,0,0,0,0,0
8668,M23527,M,298,309,1455,46,147,0,0,0,0,0,0
8669,L55848,L,298,309,1502,46,150,0,0,0,0,0,0
8670,M23529,M,298,309,1471,52,152,0,0,0,0,0,0
8671,L55850,L,298,309,1581,30,155,0,0,0,0,0,0
8672,L55851,L,298,309,1530,38,157,0,0,0,0,0,0
8673,L55852,L,298,309,1312,50,159,0,0,0,0,0,0
8674,L55853,L,297,309,1494,43,161,0,0,0,0,0,0
8675,M23534,M,297,309,1528,29,163,0,0,0,0,0,0
8676,H38089,H,297,309,1688,29,166,0,0,0,0,0,0
8677,M23536,M,297,309,1520,42,171,0,0,0,0,0,0
8678,M23537,M,297,309,1664,29,174,0,0,0,0,0,0
8679,L55858,L,297,309,1514,45,177,0,0,0,0,0,0
8680,L55859,L,297,309,1456,54,179,0,0,0,0,0,0
8681,L55860,L,297,309,1494,40,181,0,0,0,0,0,0
8682,L55861,L,297,308,1605,30,183,0,0,0,0,0,0
8683,M23542,M,297,309,1353,47,185,0,0,0,0,0,0
8684,L55863,L,297,309,1447,48,188,0,0,0,0,0,0
8685,L55864,L,297,309,1588,40,190,0,0,0,0,0,0
8686,H38099,H,297,309,1524,41,192,0,0,0,0,0,0
8687,M23546,M,297,309,1611,32,197,0,0,0,0,0,0
8688,M23547,M,297,309,1604,35,200,0,0,0,0,0,0
8689,L55868,L,297,309,1483,47,203,0,0,0,0,0,0
8690,L55869,L,297,308,1543,40,205,0,0,0,0,0,0
8691,L55870,L,297,309,1323,44,207,1,1,0,0,0,0
8692,L55871,L,297,309,1555,36,0,0,0,0,0,0,0
8693,L55872,L,297,308,1583,32,2,0,0,0,0,0,0
8694,M23553,M,297,309,1584,40,4,0,0,0,0,0,0
8695,L55874,L,297,309,1766,26,7,0,0,0,0,0,0
8696,M23555,M,297,309,1498,44,9,0,0,0,0,0,0
8697,L55876,L,297,309,1413,50,12,0,0,0,0,0,0
8698,L55877,L,297,309,1505,34,14,0,0,0,0,0,0
8699,H38112,H,297,309,1438,46,16,0,0,0,0,0,0
8700,M23559,M,297,309,1655,34,21,0,0,0,0,0,0
8701,M23560,M,297,309,1451,44,24,0,0,0,0,0,0
8702,M23561,M,297,309,1466,38,27,0,0,0,0,0,0
8703,L55882,L,297,309,1774,23,30,0,0,0,0,0,0
8704,M23563,M,297,309,1284,51,32,0,0,0,0,0,0
8705,L55884,L,297,309,1425,40,35,0,0,0,0,0,0
8706,L55885,L,297,309,1437,52,37,0,0,0,0,0,0
8707,L55886,L,297,309,1335,53,39,0,0,0,0,0,0
8708,L55887,L,297,309,1471,42,41,0,0,0,0,0,0
8709,M23568,M,297,309,1364,54,43,0,0,0,0,0,0
8710,L55889,L,297,309,1578,36,46,0,0,0,0,0,0
8711,L55890,L,297,309,1712,32,48,0,0,0,0,0,0
8712,L55891,L,297,309,1733,29,50,0,0,0,0,0,0
8713,L55892,L,297,309,1652,32,52,0,0,0,0,0,0
8714,L55893,L,297,309,1917,24,54,0,0,0,0,0,0
8715,M23574,M,297,309,1444,41,56,0,0,0,0,0,0
8716,L55895,L,297,309,1442,37,59,0,0,0,0,0,0
8717,M23576,M,297,309,1717,31,61,0,0,0,0,0,0
8718,L55897,L,297,309,1474,42,64,0,0,0,0,0,0
8719,L55898,L,297,309,1509,39,66,0,0,0,0,0,0
8720,L55899,L,297,309,1451,43,68,0,0,0,0,0,0
8721,L55900,L,297,309,1554,36,70,0,0,0,0,0,0
8722,L55901,L,297,309,1669,31,72,0,0,0,0,0,0
8723,L55902,L,297,309,1366,50,74,0,0,0,0,0,0
8724,L55903,L,297,309,1578,34,76,0,0,0,0,0,0
8725,M23584,M,297,309,1513,39,78,0,0,0,0,0,0
8726,M23585,M,297,309,1515,42,81,0,0,0,0,0,0
8727,L55906,L,297,309,1562,33,84,0,0,0,0,0,0
8728,L55907,L,297,309,1501,39,86,0,0,0,0,0,0
8729,M23588,M,297,309,1398,38,88,0,0,0,0,0,0
8730,L55909,L,297,309,1352,54,91,0,0,0,0,0,0
8731,H38144,H,297,309,1569,34,93,0,0,0,0,0,0
8732,H38145,H,297,309,1486,47,98,0,0,0,0,0,0
8733,L55912,L,297,309,1864,24,103,0,0,0,0,0,0
8734,M23593,M,297,309,1447,45,105,0,0,0,0,0,0
8735,L55914,L,297,309,1392,42,108,0,0,0,0,0,0
8736,L55915,L,297,309,1358,48,110,0,0,0,0,0,0
8737,L55916,L,297,309,1491,40,112,0,0,0,0,0,0
8738,L55917,L,297,309,1556,37,114,0,0,0,0,0,0
8739,L55918,L,297,309,1531,37,116,0,0,0,0,0,0
8740,H38153,H,297,309,1429,38,118,0,0,0,0,0,0
8741,M23600,M,297,309,1573,34,123,0,0,0,0,0,0
8742,L55921,L,297,309,1538,41,126,0,0,0,0,0,0
8743,L55922,L,297,309,1467,39,128,0,0,0,0,0,0
8744,H38157,H,297,309,1323,51,130,0,0,0,0,0,0
8745,M23604,M,297,309,1798,23,135,0,0,0,0,0,0
8746,L55925,L,297,309,1411,46,138,0,0,0,0,0,0
8747,L55926,L,297,309,1528,45,140,0,0,0,0,0,0
8748,L55927,L,297,309,1504,42,142,0,0,0,0,0,0
8749,L55928,L,297,309,1384,40,144,0,0,0,0,0,0
8750,L55929,L,297,308,1677,26,146,0,0,0,0,0,0
8751,L55930,L,297,309,1764,31,148,0,0,0,0,0,0
8752,M23611,M,297,309,1472,42,150,0,0,0,0,0,0
8753,M23612,M,297,309,1465,56,153,0,0,0,0,0,0
8754,M23613,M,297,309,1657,33,156,0,0,0,0,0,0
8755,L55934,L,297,309,1635,31,159,0,0,0,0,0,0
8756,M23615,M,297,309,1582,32,161,0,0,0,0,0,0
8757,L55936,L,298,309,1761,26,164,0,0,0,0,0,0
8758,L55937,L,298,309,1587,35,166,0,0,0,0,0,0
8759,M23618,M,298,309,1446,53,168,0,0,0,0,0,0
8760,M23619,M,298,309,1352,53,171,0,0,0,0,0,0
8761,M23620,M,297,309,1392,46,174,0,0,0,0,0,0
8762,L55941,L,298,309,1417,50,177,0,0,0,0,0,0
8763,H38176,H,298,309,1824,24,179,0,0,0,0,0,0
8764,L55943,L,298,309,1603,37,184,0,0,0,0,0,0
8765,L55944,L,297,309,1620,33,186,0,0,0,0,0,0
8766,L55945,L,297,309,1353,49,188,0,0,0,0,0,0
8767,L55946,L,298,309,1360,51,190,0,0,0,0,0,0
8768,L55947,L,298,309,1380,54,192,0,0,0,0,0,0
8769,M23628,M,298,309,1363,54,194,0,0,0,0,0,0
8770,M23629,M,297,309,1452,41,197,0,0,0,0,0,0
8771,L55950,L,297,309,1680,33,200,0,0,0,0,0,0
8772,L55951,L,298,309,1536,39,202,0,0,0,0,0,0
8773,L55952,L,298,309,1621,29,0,0,0,0,0,0,0
8774,L55953,L,298,309,1585,38,2,0,0,0,0,0,0
8775,M23634,M,298,309,1408,52,4,0,0,0,0,0,0
8776,H38189,H,298,309,1536,39,7,0,0,0,0,0,0
8777,L55956,L,298,309,1352,53,12,0,0,0,0,0,0
8778,H38191,H,298,309,1481,39,14,0,0,0,0,0,0
8779,L55958,L,298,309,1454,45,19,0,0,0,0,0,0
8780,M23639,M,298,309,1349,52,21,0,0,0,0,0,0
8781,M23640,M,298,309,1327,52,24,0,0,0,0,0,0
8782,L55961,L,298,309,1552,42,27,0,0,0,0,0,0
8783,L55962,L,298,309,1456,45,29,0,0,0,0,0,0
8784,M23643,M,298,309,1254,46,31,0,0,0,0,0,0
8785,L55964,L,298,309,1437,43,34,0,0,0,0,0,0
8786,L55965,L,298,309,1694,27,36,0,0,0,0,0,0
8787,L55966,L,298,309,1306,51,38,0,0,0,0,0,0
8788,M23647,M,298,309,1699,30,40,0,0,0,0,0,0
8789,L55968,L,297,309,1369,53,43,0,0,0,0,0,0
8790,L55969,L,297,309,1471,44,45,0,0,0,0,0,0
8791,L55970,L,297,309,1410,44,47,0,0,0,0,0,0
8792,M23651,M,297,309,1412,46,49,0,0,0,0,0,0
8793,L55972,L,297,309,1418,51,52,0,0,0,0,0,0
8794,L55973,L,297,309,1782,26,54,0,0,0,0,0,0
8795,M23654,M,297,309,1497,36,56,0,0,0,0,0,0
8796,L55975,L,297,308,1459,39,59,0,0,0,0,0,0
8797,L55976,L,297,308,1796,24,61,0,0,0,0,0,0
8798,L55977,L,297,308,1569,31,63,0,0,0,0,0,0
8799,L55978,L,297,308,1469,47,65,0,0,0,0,0,0
8800,L55979,L,297,308,1472,41,67,0,0,0,0,0,0
8801,L55980,L,297,309,1475,47,69,0,0,0,0,0,0
8802,L55981,L,297,309,1488,36,71,0,0,0,0,0,0
8803,L55982,L,297,309,1524,43,73,0,0,0,0,0,0
8804,L55983,L,297,309,1486,49,75,0,0,0,0,0,0
8805,M23664,M,298,309,1255,61,77,0,0,0,0,0,0
8806,M23665,M,297,309,1469,43,80,0,0,0,0,0,0
8807,L55986,L,297,309,1692,34,83,0,0,0,0,0,0
8808,M23667,M,297,309,1604,33,85,0,0,0,0,0,0
8809,L55988,L,297,309,1446,48,88,0,0,0,0,0,0
8810,L55989,L,297,309,1503,43,90,0,0,0,0,0,0
8811,M23670,M,297,309,1625,33,92,0,0,0,0,0,0
8812,L55991,L,297,309,1574,36,95,0,0,0,0,0,0
8813,M23672,M,297,308,1378,42,97,0,0,0,0,0,0
8814,L55993,L,297,308,1693,30,100,0,0,0,0,0,0
8815,L55994,L,297,308,1462,51,102,0,0,0,0,0,0
8816,H38229,H,297,309,1435,55,104,0,0,0,0,0,0
8817,M23676,M,297,309,1425,46,109,0,0,0,0,0,0
8818,H38231,H,297,309,1376,54,112,0,0,0,0,0,0
8819,M23678,M,297,309,1481,48,117,0,0,0,0,0,0
8820,H38233,H,297,309,1349,49,120,0,0,0,0,0,0
8821,L56000,L,297,309,1551,40,125,0,0,0,0,0,0
8822,H38235,H,297,309,1623,34,127,0,0,0,0,0,0
8823,L56002,L,297,309,1462,50,132,0,0,0,0,0,0
8824,M23683,M,297,309,1447,57,134,0,0,0,0,0,0
